"21.09.2022";"00956751";"61200005";"2"";"283.00";"209"
"21.09.2022";"00956659";"3B001003";"2"";"249.00";"228"
"21.09.2022";"00956643";"62311329";"2"";"217.00";"252"
"21.09.2022";"00956637";"18062011";"2"";"167.00";"208"
"21.09.2022";"00956578";"05920905";"2"";"192.00";"214"
"21.09.2022";"00956572";"62321547";"2"";"210.00";"252"
"21.09.2022";"00956526";"5S400101";"2"";"181.00";"202"
"21.09.2022";"00956483";"24S40900";"2"";"228.00";"208"
"21.09.2022";"00956444";"00910010";"2"";"191.00";"214"
"21.09.2022";"00956407";"2C420907";"2"";"45.00";"231"
"21.09.2022";"00956378";"1T021001";"2"";"205.00";"240"
"21.09.2022";"00956361";"3B041008";"2"";"224.00";"228"
"21.09.2022";"00956174";"5D530001";"2"";"240.00";"217"
"21.09.2022";"00956022";"3A321004";"2"";"227.00";"209"
"21.09.2022";"00956014";"46130021";"2"";"137.00";"228"
"21.09.2022";"00955997";"41114005";"2"";"180.00";"222"
"21.09.2022";"00955993";"11143603";"2"";"253.00";"252"
"21.09.2022";"00955976";"27040901";"8"";"224.00";"214"
"21.09.2022";"00955939";"3M512007";"2"";"179.00";"228"
"21.09.2022";"00955891";"5R032007";"2"";"212.00";"202"
"21.09.2022";"00955889";"18021001";"2"";"210.00";"228"
"21.09.2022";"00955761";"3B061012";"2"";"244.00";"228"
"21.09.2022";"00955721";"2M012914";"2"";"300.00";"214"
"21.09.2022";"00955696";"05122900";"2"";"236.00";"214"
"21.09.2022";"00955687";"08042319";"2"";"209.00";"251"
"21.09.2022";"00955570";"3A331006";"2"";"201.00";"209"
"21.09.2022";"00955566";"3B001018";"2"";"202.00";"228"
"21.09.2022";"00955400";"1F472001";"2"";"251.00";"226"
"21.09.2022";"00955379";"3M422009";"2"";"200.00";"228"
"21.09.2022";"00955310";"25510906";"2"";"212.00";"214"
"21.09.2022";"00955265";"1R341903";"2"";"149.00";"226"
"21.09.2022";"00955164";"1P130030";"2"";"205.00";"208"
"21.09.2022";"00955115";"6B207319";"2"";"209.00";"214"
"21.09.2022";"00955050";"22742006";"2"";"201.00";"208"
"21.09.2022";"00955011";"77610116";"2"";"168.00";"214"
"21.09.2022";"00954898";"3A130003";"2"";"186.00";"209"
"21.09.2022";"00954705";"05121906";"2"";"231.00";"217"
"21.09.2022";"00954460";"52610133";"2"";"200.00";"251"
"21.09.2022";"00954420";"4K021008";"2"";"260.00";"214"
"21.09.2022";"00954324";"6B307013";"2"";"196.00";"202"
"21.09.2022";"00954269";"00040004";"2"";"216.00";"214"
"21.09.2022";"00954161";"52130007";"2"";"266.00";"228"
"21.09.2022";"00954159";"52020008";"2"";"201.00";"228"
"21.09.2022";"00954148";"25710907";"2"";"160.00";"214"
"21.09.2022";"00954073";"24650118";"2"";"190.00";"207"
"21.09.2022";"00954052";"6C320074";"2"";"218.00";"252"
"21.09.2022";"00953975";"77620105";"2"";"180.00";"214"
"21.09.2022";"00953853";"5R020004";"2"";"241.00";"202"
"21.09.2022";"00953707";"6C320404";"2"";"203.00";"252"
"21.09.2022";"00953698";"15300007";"2"";"207.00";"214"
"21.09.2022";"00953589";"41112007";"2"";"226.00";"253"
"21.09.2022";"00953419";"2V234904";"2"";"252.00";"214"
"21.09.2022";"00953398";"6C220170";"2"";"205.00";"209"
"21.09.2022";"00953295";"4K103009";"2"";"199.00";"214"
"21.09.2022";"00953265";"3B041004";"2"";"125.00";"228"
"21.09.2022";"00953176";"90352008";"2"";"175.00";"214"
"21.09.2022";"00953167";"61210002";"2"";"210.00";"209"
"21.09.2022";"00953009";"6B207036";"2"";"204.00";"214"
"21.09.2022";"00952934";"1P132115";"2"";"165.00";"253"
"21.09.2022";"00952898";"6B412215";"2"";"300.00";"231"
"21.09.2022";"00952830";"62311118";"2"";"250.00";"252"
"21.09.2022";"00952626";"24P20265";"2"";"271.00";"209"
"21.09.2022";"00952582";"77620117";"2"";"200.00";"214"
"21.09.2022";"00952516";"3M112005";"2"";"112.00";"228"
"21.09.2022";"00952325";"62230111";"2"";"163.00";"253"
"21.09.2022";"00952259";"62321123";"2"";"300.00";"252"
"21.09.2022";"00952050";"6B221008";"2"";"202.00";"253"
"21.09.2022";"00951863";"42A01013";"2"";"59.00";"214"
"21.09.2022";"00951856";"1F424008";"2"";"203.00";"217"
"21.09.2022";"00951714";"52140009";"2"";"139.00";"228"
"21.09.2022";"00951669";"2V230910";"2"";"253.00";"209"
"21.09.2022";"00951584";"22B30031";"2"";"199.00";"207"
"21.09.2022";"00951578";"2C430901";"2"";"209.00";"209"
"21.09.2022";"00951523";"1L850006";"2"";"208.00";"212"
"21.09.2022";"00951498";"08041111";"2"";"227.00";"251"
"21.09.2022";"00951417";"53140903";"2"";"179.00";"251"
"21.09.2022";"00951416";"3B033012";"2"";"180.00";"228"
"21.09.2022";"00951347";"1L521901";"2"";"162.00";"226"
"21.09.2022";"00951282";"6C230114";"1"";"200.00";"214"
"21.09.2022";"00951172";"5R032003";"2"";"228.00";"251"
"21.09.2022";"00951077";"11471904";"2"";"212.00";"230"
"21.09.2022";"00951049";"64230014";"2"";"208.00";"214"
"21.09.2022";"00950992";"11472912";"2"";"208.00";"230"
"21.09.2022";"00950975";"3S503005";"2"";"164.00";"228"
"21.09.2022";"00950955";"61240001";"2"";"262.00";"209"
"21.09.2022";"00950889";"3S501011";"2"";"187.00";"228"
"21.09.2022";"00950879";"61230910";"2"";"252.00";"209"
"21.09.2022";"00950865";"25510904";"2"";"198.00";"214"
"21.09.2022";"00950862";"3R002008";"2"";"175.00";"228"
"21.09.2022";"00950780";"3B041007";"2"";"95.00";"228"
"21.09.2022";"00950680";"61210350";"2"";"202.00";"209"
"21.09.2022";"00950656";"77531016";"8"";"395.00";"214"
"21.09.2022";"00950647";"5D411316";"2"";"247.00";"228"
"21.09.2022";"00950588";"3B051013";"2"";"208.00";"228"
"21.09.2022";"00950534";"07010901";"2"";"242.00";"222"
"21.09.2022";"00950300";"08042315";"2"";"233.00";"251"
"21.09.2022";"00950263";"08220207";"2"";"300.00";"253"
"21.09.2022";"00950261";"3A332004";"2"";"200.00";"209"
"21.09.2022";"00950207";"64210198";"2"";"185.00";"202"
"21.09.2022";"00950158";"6C230253";"2"";"171.00";"207"
"21.09.2022";"00950148";"24Z00005";"2"";"149.00";"209"
"21.09.2022";"00950141";"90170006";"2"";"190.00";"214"
"21.09.2022";"00950133";"25010902";"2"";"111.00";"214"
"21.09.2022";"00950107";"5P210003";"2"";"192.00";"228"
"21.09.2022";"00950035";"6C230011";"2"";"185.00";"214"
"21.09.2022";"00949510";"61220908";"2"";"211.00";"209"
"21.09.2022";"00949384";"1T021004";"2"";"165.00";"240"
"21.09.2022";"00949185";"41010005";"2"";"275.00";"214"
"21.09.2022";"00949173";"22D00005";"2"";"195.00";"209"
"21.09.2022";"00949065";"77651107";"2"";"218.00";"208"
"21.09.2022";"00948874";"1P110002";"2"";"217.00";"252"
"21.09.2022";"00948835";"64210135";"2"";"208.00";"202"
"21.09.2022";"00948676";"72071010";"2"";"67.00";"214"
"21.09.2022";"00948607";"5D541006";"2"";"194.00";"207"
"21.09.2022";"00948473";"64310108";"2"";"221.00";"208"
"21.09.2022";"00948468";"4P200005";"2"";"250.00";"214"
"21.09.2022";"00948391";"23620134";"2"";"136.00";"208"
"21.09.2022";"00948374";"61451001";"2"";"209.00";"202"
"21.09.2022";"00948314";"62300011";"2"";"256.00";"252"
"21.09.2022";"00948271";"62320323";"2"";"221.00";"252"
"21.09.2022";"00948270";"24N10905";"2"";"182.00";"207"
"21.09.2022";"00948187";"05122904";"2"";"226.00";"214"
"21.09.2022";"00948180";"46130018";"2"";"141.00";"228"
"21.09.2022";"00948067";"1T001007";"2"";"203.00";"240"
"21.09.2022";"00947924";"07740904";"2"";"197.00";"222"
"21.09.2022";"00947632";"52230002";"2"";"222.00";"254"
"21.09.2022";"00947614";"10000007";"8"";"322.00";"214"
"21.09.2022";"00947395";"62300009";"2"";"287.00";"252"
"21.09.2022";"00947304";"5R050002";"2"";"200.00";"251"
"21.09.2022";"00947222";"11121052";"2"";"208.00";"230"
"21.09.2022";"00946815";"2V110012";"2"";"220.00";"251"
"21.09.2022";"00946768";"2M011907";"2"";"300.00";"214"
"21.09.2022";"00946697";"61112522";"2"";"234.00";"202"
"21.09.2022";"00946612";"6C220265";"2"";"198.00";"253"
"21.09.2022";"00946581";"61420001";"2"";"269.00";"209"
"21.09.2022";"00946389";"58401404";"2"";"209.00";"228"
"21.09.2022";"00946294";"61230936";"2"";"207.00";"209"
"21.09.2022";"00946173";"7L142002";"2"";"190.00";"251"
"21.09.2022";"00946143";"52140016";"2"";"176.00";"228"
"21.09.2022";"00946140";"52220012";"2"";"296.00";"214"
"21.09.2022";"00946123";"61120168";"2"";"196.00";"202"
"21.09.2022";"00945951";"64220316";"2"";"190.00";"214"
"21.09.2022";"00945908";"3B032001";"2"";"200.00";"228"
"21.09.2022";"00945848";"24S50900";"2"";"181.00";"207"
"21.09.2022";"00945768";"3A130006";"2"";"213.00";"231"
"21.09.2022";"00945755";"3R023001";"2"";"171.00";"228"
"21.09.2022";"00945686";"62320915";"2"";"215.00";"252"
"21.09.2022";"00945680";"3A112014";"2"";"157.00";"217"
"21.09.2022";"00945613";"08362405";"2"";"194.00";"209"
"21.09.2022";"00945453";"6B307018";"2"";"167.00";"208"
"21.09.2022";"00945393";"24P30271";"2"";"190.00";"209"
"21.09.2022";"00945350";"1F600407";"2"";"194.00";"217"
"21.09.2022";"00945306";"24620903";"2"";"200.00";"208"
"21.09.2022";"00945305";"1P364001";"2"";"294.00";"228"
"21.09.2022";"00945293";"1F417010";"8"";"179.00";"217"
"21.09.2022";"00945259";"05A10909";"2"";"208.00";"214"
"21.09.2022";"00945249";"6B411005";"2"";"197.00";"209"
"21.09.2022";"00945248";"61240912";"2"";"172.00";"209"
"21.09.2022";"00945201";"08042312";"2"";"222.00";"251"
"21.09.2022";"00945039";"5R053107";"2"";"200.00";"228"
"21.09.2022";"00944996";"64442006";"2"";"198.00";"209"
"21.09.2022";"00944980";"22810901";"2"";"207.00";"226"
"21.09.2022";"00944964";"23111110";"2"";"135.00";"254"
"21.09.2022";"00944933";"5D412403";"2"";"197.00";"251"
"21.09.2022";"00944857";"3R032004";"2"";"257.00";"228"
"21.09.2022";"00944845";"08232132";"2"";"222.00";"209"
"21.09.2022";"00944827";"3M431009";"2"";"200.00";"228"
"21.09.2022";"00944824";"52230101";"2"";"229.00";"254"
"21.09.2022";"00944735";"90400005";"2"";"137.00";"214"
"21.09.2022";"00944734";"5R000010";"2"";"196.00";"253"
"21.09.2022";"00944639";"3S501010";"2"";"199.00";"228"
"21.09.2022";"00944412";"3A222008";"2"";"198.00";"202"
"21.09.2022";"00944343";"3S514008";"2"";"176.00";"228"
"21.09.2022";"00944321";"1U310003";"2"";"183.00";"209"
"21.09.2022";"00944286";"62230109";"2"";"185.00";"253"
"21.09.2022";"00944223";"23H40908";"2"";"182.00";"254"
"21.09.2022";"00943828";"6C230135";"1"";"189.00";"214"
"21.09.2022";"00943762";"1F002005";"2"";"161.00";"211"
"21.09.2022";"00943736";"52150004";"2"";"172.00";"228"
"21.09.2022";"00943728";"22D30240";"2"";"181.00";"208"
"21.09.2022";"00943645";"72050006";"2"";"194.00";"214"
"21.09.2022";"00943361";"3B030002";"2"";"214.00";"228"
"21.09.2022";"00943319";"08041407";"2"";"165.00";"251"
"21.09.2022";"00943266";"08654105";"2"";"248.00";"202"
"21.09.2022";"00943233";"08631313";"2"";"226.00";"214"
"21.09.2022";"00943184";"61300006";"2"";"203.00";"202"
"21.09.2022";"00943138";"62311306";"2"";"224.00";"252"
"21.09.2022";"00943131";"32001006";"2"";"219.00";"214"
"21.09.2022";"00943117";"61320001";"2"";"214.00";"202"
"21.09.2022";"00943087";"60180001";"2"";"159.00";"217"
"21.09.2022";"00943086";"6B314003";"2"";"133.00";"214"
"21.09.2022";"00943044";"31013008";"2"";"177.00";"228"
"21.09.2022";"00943028";"61260907";"2"";"196.00";"209"
"21.09.2022";"00943018";"73060017";"2"";"86.00";"231"
"21.09.2022";"00942973";"61113412";"2"";"200.00";"214"
"21.09.2022";"00942944";"7L142005";"2"";"168.00";"251"
"21.09.2022";"00942548";"6B307029";"2"";"257.00";"208"
"21.09.2022";"00942391";"23F20067";"2"";"186.00";"207"
"21.09.2022";"00942315";"64421009";"2"";"192.00";"207"
"21.09.2022";"00942145";"72030006";"2"";"174.00";"214"
"21.09.2022";"00942101";"5R032005";"2"";"149.00";"202"
"21.09.2022";"00941990";"4P200009";"2"";"240.00";"214"
"21.09.2022";"00941977";"06311900";"2"";"249.00";"212"
"21.09.2022";"00941892";"24763005";"2"";"197.00";"207"
"21.09.2022";"00941829";"15620012";"2"";"217.00";"208"
"21.09.2022";"00941793";"3R002015";"2"";"161.00";"228"
"21.09.2022";"00941758";"5D580008";"1"";"146.00";"212"
"21.09.2022";"00941726";"1P261920";"2"";"211.00";"248"
"21.09.2022";"00941721";"1L520901";"2"";"235.00";"226"
"21.09.2022";"00941662";"7P413015";"2"";"200.00";"214"
"21.09.2022";"00941595";"77611113";"2"";"198.00";"214"
"21.09.2022";"00941566";"89110011";"2"";"300.00";"214"
"21.09.2022";"00941542";"05122902";"2"";"205.00";"214"
"21.09.2022";"00941473";"6C220208";"1"";"192.00";"253"
"21.09.2022";"00941360";"3B013005";"2"";"253.00";"228"
"21.09.2022";"00941312";"62320832";"2"";"194.00";"252"
"21.09.2022";"00941179";"42340015";"2"";"187.00";"214"
"21.09.2022";"00941155";"11352203";"2"";"196.00";"252"
"21.09.2022";"00941017";"7P411007";"2"";"228.00";"214"
"21.09.2022";"00941005";"42F32005";"2"";"127.00";"214"
"21.09.2022";"00940914";"92037004";"2"";"277.00";"253"
"21.09.2022";"00940717";"62311123";"2"";"210.00";"252"
"21.09.2022";"00940715";"5R033008";"2"";"190.00";"209"
"21.09.2022";"00940657";"1C070014";"2"";"225.00";"212"
"21.09.2022";"00940550";"1U310012";"2"";"220.00";"209"
"21.09.2022";"00928912";"4P020001";"8"";"559.00";"214"
"21.09.2022";"00904816";"3S502006";"2"";"178.00";"228"
"21.09.2022";"00903013";"89230007";"2"";"138.00";"214"
"21.09.2022";"00902606";"61434005";"2"";"161.00";"202"
"21.09.2022";"00902555";"1F000007";"2"";"240.00";"211"
"21.09.2022";"00902541";"10212006";"2"";"219.00";"211"
"21.09.2022";"00902522";"42K20015";"2"";"160.00";"214"
"21.09.2022";"00902441";"42D90006";"2"";"246.00";"214"
"21.09.2022";"00902392";"77520008";"6"";"281.00";"214"
"21.09.2022";"00902371";"42K20061";"2"";"145.00";"214"
"21.09.2022";"00902352";"2M520905";"2"";"130.00";"214"
"21.09.2022";"00902351";"42570003";"2"";"171.00";"214"
"21.09.2022";"00902274";"08041419";"2"";"196.00";"251"
"21.09.2022";"00902232";"89310007";"2"";"200.00";"214"
"21.09.2022";"00902180";"77532102";"2"";"146.00";"214"
"21.09.2022";"00902042";"42F21004";"2"";"190.00";"214"
"21.09.2022";"00901937";"42D02004";"2"";"229.00";"248"
"21.09.2022";"00901878";"7L141001";"2"";"255.00";"214"
"21.09.2022";"00901569";"41010006";"2"";"260.00";"214"
"21.09.2022";"00901552";"42F11004";"2"";"151.00";"214"
"21.09.2022";"00901375";"2C351902";"2"";"177.00";"231"
"21.09.2022";"00901265";"42F22004";"2"";"206.00";"214"
"21.09.2022";"00901261";"53213105";"2"";"185.00";"251"
"21.09.2022";"00901204";"42F21018";"2"";"224.00";"214"
"21.09.2022";"00900618";"69600009";"2"";"222.00";"214"
"21.09.2022";"00900394";"5R010014";"2"";"215.00";"251"
"21.09.2022";"00900356";"08032214";"2"";"200.00";"214"
"21.09.2022";"00900246";"72060006";"2"";"187.00";"248"
"21.09.2022";"00900103";"52610007";"2"";"189.00";"254"
"21.09.2022";"00894973";"25130902";"2"";"204.00";"214"
"21.09.2022";"00894907";"4F310007";"2"";"254.00";"214"
"21.09.2022";"00894887";"2M030902";"2"";"197.00";"214"
"21.09.2022";"00894884";"05540907";"2"";"195.00";"231"
"21.09.2022";"00894335";"69620005";"2"";"152.00";"214"
"21.09.2022";"00894271";"58020001";"2"";"176.00";"214"
"21.09.2022";"00894136";"77581008";"2"";"185.00";"214"
"21.09.2022";"00889184";"05550911";"2"";"252.00";"209"
"21.09.2022";"00889160";"13411906";"2"";"214.00";"209"
"21.09.2022";"00889145";"3C152006";"2"";"155.00";"228"
"21.09.2022";"00889092";"1L501002";"2"";"207.00";"226"
"21.09.2022";"00889040";"1F400002";"2"";"154.00";"211"
"21.09.2022";"00889034";"1P221003";"2"";"185.00";"248"
"21.09.2022";"00889024";"52501005";"2"";"241.00";"228"
"21.09.2022";"00889017";"11701002";"2"";"210.00";"230"
"21.09.2022";"00871707";"1U300004";"2"";"129.00";"214"
"21.09.2022";"00871427";"71021111";"2"";"216.00";"253"
"21.09.2022";"00839151";"3C134007";"2"";"239.00";"228"
"21.09.2022";"00839150";"3C134006";"2"";"233.00";"228"
"21.09.2022";"00839147";"77C40009";"2"";"280.00";"214"
"21.09.2022";"00839146";"3B052013";"2"";"222.00";"228"
"21.09.2022";"00839137";"3A332011";"2"";"159.00";"214"
"21.09.2022";"00839134";"3R023005";"2"";"254.00";"228"
"21.09.2022";"00839103";"73013008";"8"";"152.00";"214"
"21.09.2022";"00838981";"2D020909";"2"";"191.00";"214"
"21.09.2022";"00838938";"77A20009";"2"";"210.00";"214"
"21.09.2022";"00838934";"38000001";"8"";"490.00";"214"
"21.09.2022";"00838930";"3A111010";"2"";"172.00";"217"
"21.09.2022";"00838925";"3A221018";"2"";"218.00";"208"
"21.09.2022";"00838922";"3A322013";"2"";"257.00";"209"
"21.09.2022";"00838921";"3A222019";"2"";"181.00";"214"
"21.09.2022";"00838916";"3A332008";"2"";"280.00";"209"
"21.09.2022";"00838907";"00001004";"8"";"600.00";"214"
"21.09.2022";"00838906";"31000004";"2"";"206.00";"228"
"21.09.2022";"00838899";"3A221005";"2"";"267.00";"208"
"21.09.2022";"00838835";"77571019";"2"";"173.00";"214"
"21.09.2022";"00838809";"3A323005";"2"";"190.00";"209"
"21.09.2022";"00838807";"3B014014";"2"";"226.00";"208"
"21.09.2022";"00838805";"77571012";"2"";"187.00";"214"
"21.09.2022";"00838799";"3B052011";"2"";"225.00";"228"
"21.09.2022";"00838792";"3B010002";"2"";"185.00";"228"
"21.09.2022";"00838790";"77F00008";"2"";"118.00";"214"
"21.09.2022";"00838786";"40100014";"2"";"174.00";"214"
"21.09.2022";"00838783";"3C125011";"2"";"242.00";"228"
"21.09.2022";"00838780";"77581015";"2"";"199.00";"214"
"21.09.2022";"00838779";"2D020908";"2"";"199.00";"214"
"21.09.2022";"00838776";"52010004";"2"";"225.00";"228"
"21.09.2022";"00838774";"52530011";"2"";"296.00";"228"
"21.09.2022";"00838770";"3S311010";"2"";"214.00";"228"
"21.09.2022";"00838764";"3S512009";"2"";"191.00";"228"
"21.09.2022";"00838761";"3M511014";"2"";"222.00";"228"
"21.09.2022";"00838758";"3A001005";"2"";"300.00";"214"
"21.09.2022";"00838756";"7L100006";"2"";"161.00";"214"
"21.09.2022";"00838754";"7M000002";"8"";"229.00";"214"
"21.09.2022";"00838753";"7P000004";"2"";"135.00";"214"
"21.09.2022";"00838752";"7L100004";"2"";"218.00";"214"
"21.09.2022";"00838750";"1C040001";"2"";"212.00";"228"
"21.09.2022";"00838737";"1C040006";"2"";"271.00";"228"
"21.09.2022";"00838727";"73021018";"2"";"241.00";"214"
"21.09.2022";"00838723";"1C040010";"2"";"182.00";"228"
"21.09.2022";"00838722";"3R031006";"2"";"175.00";"228"
"21.09.2022";"00838720";"64100001";"2"";"262.00";"207"
"21.09.2022";"00838709";"20320902";"2"";"200.00";"214"
"21.09.2022";"00838707";"89400003";"2"";"146.00";"214"
"21.09.2022";"00838703";"3B051022";"2"";"260.00";"228"
"21.09.2022";"00838701";"3B051015";"2"";"189.00";"228"
"21.09.2022";"00838699";"1F481011";"8"";"201.00";"217"
"21.09.2022";"00838697";"48101007";"2"";"200.00";"231"
"21.09.2022";"00838693";"3A333012";"2"";"230.00";"228"
"21.09.2022";"00838691";"52140018";"2"";"209.00";"228"
"21.09.2022";"00838689";"1F423011";"2"";"198.00";"217"
"21.09.2022";"00838687";"3B052012";"2"";"168.00";"228"
"21.09.2022";"00838677";"4P101010";"2"";"195.00";"214"
"21.09.2022";"00838676";"1F416014";"8"";"211.00";"217"
"21.09.2022";"00838675";"4P031007";"2"";"280.00";"214"
"21.09.2022";"00838672";"1F424011";"8"";"193.00";"217"
"21.09.2022";"00838668";"3S512010";"2"";"200.00";"228"
"21.09.2022";"00838662";"3A221017";"2"";"297.00";"208"
"21.09.2022";"00838659";"1F492010";"2"";"193.00";"211"
"21.09.2022";"00838656";"3S512014";"2"";"204.00";"228"
"21.09.2022";"00838649";"3M112010";"2"";"97.00";"228"
"21.09.2022";"00838648";"3S312019";"2"";"233.00";"228"
"21.09.2022";"00838641";"2C400902";"2"";"99.00";"209"
"21.09.2022";"00838637";"6C120009";"2"";"168.00";"202"
"21.09.2022";"00838629";"1F4A2009";"2"";"159.00";"211"
"21.09.2022";"00838626";"3R001015";"2"";"274.00";"228"
"21.09.2022";"00838625";"20100909";"2"";"177.00";"214"
"21.09.2022";"00838624";"2M012909";"2"";"270.00";"214"
"21.09.2022";"00838620";"40100010";"2"";"173.00";"214"
"21.09.2022";"00838619";"3S511012";"2"";"177.00";"228"
"21.09.2022";"00838615";"05130910";"2"";"198.00";"214"
"21.09.2022";"00838609";"3A221015";"2"";"191.00";"208"
"21.09.2022";"00838594";"05710904";"2"";"56.00";"214"
"21.09.2022";"00838593";"80400908";"2"";"247.00";"214"
"21.09.2022";"00838591";"3X001012";"2"";"157.00";"228"
"21.09.2022";"00838585";"77100015";"2"";"146.00";"214"
"21.09.2022";"00838578";"3M513011";"2"";"233.00";"228"
"21.09.2022";"00838564";"00320004";"2"";"184.00";"214"
"21.09.2022";"00838563";"40100008";"2"";"300.00";"214"
"21.09.2022";"00838559";"5D000002";"2"";"258.00";"217"
"21.09.2022";"00838557";"5P510015";"2"";"199.00";"228"
"21.09.2022";"00838556";"52231003";"2"";"173.00";"254"
"21.09.2022";"00838555";"52020010";"2"";"244.00";"228"
"21.09.2022";"00838554";"5P230003";"2"";"173.00";"228"
"21.09.2022";"00838553";"5P221001";"2"";"206.00";"228"
"21.09.2022";"00838548";"52140017";"2"";"207.00";"228"
"21.09.2022";"00838544";"52130012";"2"";"237.00";"228"
"21.09.2022";"00838543";"10430009";"2"";"219.00";"228"
"21.09.2022";"00838542";"58000006";"2"";"194.00";"214"
"21.09.2022";"00838541";"52150001";"2"";"216.00";"228"
"21.09.2022";"00838540";"52010009";"2"";"135.00";"228"
"21.09.2022";"00838531";"46110039";"2"";"187.00";"228"
"21.09.2022";"00838516";"1U101001";"2"";"225.00";"214"
"21.09.2022";"00838514";"00900009";"8"";"280.00";"214"
"21.09.2022";"00838512";"05920908";"2"";"222.00";"214"
"21.09.2022";"00838510";"05130909";"2"";"176.00";"214"
"21.09.2022";"00838504";"3R021009";"2"";"241.00";"228"
"21.09.2022";"00838467";"10410010";"2"";"271.00";"228"
"21.09.2022";"00838459";"52530012";"2"";"169.00";"228"
"21.09.2022";"00838455";"89320014";"2"";"196.00";"214"
"21.09.2022";"00838454";"89300002";"2"";"242.00";"214"
"21.09.2022";"00838452";"89400002";"2"";"250.00";"214"
"21.09.2022";"00838445";"41030001";"2"";"287.00";"214"
"21.09.2022";"00838438";"83000900";"8"";"180.00";"214"
"21.09.2022";"00838435";"73011005";"2"";"188.00";"214"
"21.09.2022";"00838432";"77582008";"2"";"245.00";"214"
"21.09.2022";"00838410";"3C135008";"2"";"170.00";"228"
"21.09.2022";"00838409";"3C137008";"2"";"155.00";"228"
"21.09.2022";"00838408";"3M432011";"2"";"214.00";"228"
"21.09.2022";"00838395";"3B051020";"2"";"233.00";"228"
"21.09.2022";"00838391";"3A321010";"2"";"158.00";"208"
"21.09.2022";"00838389";"3R012006";"2"";"219.00";"228"
"21.09.2022";"00838384";"1F416010";"2"";"186.00";"217"
"21.09.2022";"00838377";"77C20008";"2"";"222.00";"214"
